user,tweet,sex,age,ext,sta,agr,con,opn
user711,@ @ instead you want these chocolatemarzipansugarsprinkles dont know the english name ~,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ yeah ive been looking into similar things like the stuff from @ not sure what i end up choosing yet,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ also w81 apparently has regular calc but also an appified version as default for added confusion and frustrationsigh,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ definitely gonna give it a try seems to be the most feature rich one and i love the price of free,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ right now i dont really know theres no way to disable the metro bit outside of 3rd party cont ~,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ pix or it didnt happen or linx,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ maybe theyre taking the adage all publicity is good publicity a tad too literal,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ heh i like how they call forbes unprofessional its only a century old business magazine after all,0,1,0.2,0.2,0.1,0.1,0.5
user711,well #dota2ti4 championship final was a bit of a letdown very onesided almost like the brazil #fifa2014 matches earlier this month,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ how come nleu prices for businesses are so skewed i almost understand 140 EUR140 but theres no way 400 should EUR540727,0,1,0.2,0.2,0.1,0.1,0.5
user711,statistics colors games graphs numbers info money jerbs exclamation marks ~ #gamedev,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ ooh freddie mercury i loved his music in neverending story as well but why is that spiderman quote in there,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ your bundle currently costs EUR i thought that was funny,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ remember when you mentioned ruuaeu war its already happening on kickstarter according to areal ~,0,1,0.2,0.2,0.1,0.1,0.5
user711,this is a good looking kickstarter ~ love the vid and the header gifs oh and the game itself looks interesting too,0,1,0.2,0.2,0.1,0.1,0.5
user711,i wouldnt hurt the proverbial fly but those damn mosquitos just killed at least two dozen of the bitey fuckers,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ with you being you im not sure if thats asap or never,0,1,0.2,0.2,0.1,0.1,0.5
user711,how come art software always has such a shitty gui id assume that designers would understandappreciate usability,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ will this work with the regular pc forum accounts or do we have to make new ones would be handy to have that integrated,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ gotta be honest here these sprites feel kind of blurry and lacking detail a downside of 3d or maybe a renderfilter issue,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ can hardly wait for pc version x what ive gathered there are a bunch of small visual tweaks and a lot of underthehood work,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ yeah i know theyre 2x i scaled the image down to 50 first to check my gut does ingame have normals or something,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ i just finished my last game for the day this should be a nice way to unwind,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ it really depends on the quality of the stuff much like chocolate often i find they add too much powder too,0,1,0.2,0.2,0.1,0.1,0.5
user711,i uh what dafuq~,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ dont worry you will be surgeried by only the most pro of fessionals ~,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ how are the podcasts rubbish only thing edited for the yt version of that are the commercials right,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ i get the removal of streamed regular music i do but background music from games and beyond that do you think that 12,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ it should apply to games in general texturesmodelsetcc too you generally say that streaming is a transformative art,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ technically this is a mobile game and im not sure i would call this playing,0,1,0.2,0.2,0.1,0.1,0.5
user711,yup salticidae are definitely the bestest coolest and most awesomest spiders~,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ no youd be wasting far too much time debugging variables when such a simple command is all you need,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ ooh sanchez i strongly approve of this,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ @ im in that camp everyone has a smartphone now which makes it a true personal computer,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ the biggest problem with round robin is a lack of focus sports thrive on spectators semifinals get more views,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ says it right there the jester racea song by in flames,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ given that you regularly do long takes though this one felt slighly off jk well done zooc,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ lamb allergy is a pretty lame allergy,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ i think youre mixing up gone home and dear esther not many people argued gone home wasnt a game just not a good one,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ i think you should do a combination good projects deserve love but also onesporadic supercut of bad to keep people warned,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ it might work to have a few bad trailers at the start of each vid nope nope nope this looks decent,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ @ hurrah you didnt call it the asl challenge 1 for knowing the actual charitys name,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ heck look at people lighting up torches and pitchforks after spending just a few hundred dollars on a gaming box,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ and dolla dolla bills yo also my shirt,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ ~ seems kind of relevant in this case too from several perspectives,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ youre right on the first account many would argue about the 2nd the nature of debates is divisive ~,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ whats the crest for that,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ that actually seems interesting data yeah i wonder if theres some kind of metrics script for that,0,1,0.2,0.2,0.1,0.1,0.5
user711,using your phone can be dangerous even if youre not driving sorry mr snail,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ liking youtubers isnt a problem either which leaves harassing as the only issue,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ threat or treat,0,1,0.2,0.2,0.1,0.1,0.5
user711,simple yet clear marking of glutenlactosevegetarianetc foods good on you germany ~,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ i know right youre actually complain about framerates and texture quality most of the time,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ for me personally its like a tv show i can relax to it because its more passive than articles yet is not supershort,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ quite an innovative new exclusive system just exclude yourself from a lot of gameswonder where this will go,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ you mean asshole culture within the gaming and internet audience right im pretty sure thats what you mean,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ @ should the flooding work that way dont you need 2 holes one for water in one for air out,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ dual monocles and tophat for maximum gentlemanliness,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ jim try monster rehab its not nearly as sugary as regular about 25 but it doesnt taste like deat i mean sweeteners,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ unless your licence gets voided in which case you pay EUR35 and EUR70 personally i just wait for price drops,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ and what if it gets voided before you managed to installplay,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ it was a hypothetical hence why he says at your own risk it might work fine it might cost you,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ definitely think that you do 3 can stop early a game has max 20 minutes if it impresses you sooner good on it,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ ooh this is pretty any info on how its done looks like uprezzed render sure but any special texture approach,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ what youre able to not hate someone you disagree with is this some kind of magic are you a wizerds,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ it is rather uncanny ~,0,1,0.2,0.2,0.1,0.1,0.5
user711,just bingeread the entirety of @ comic its gooood ~,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ with 300 employees theyre well past the dunbar number a group of ~150 is what our human brains can manage,0,1,0.2,0.2,0.1,0.1,0.5
user711,didnt know i a european could send emails about net neutrality to us gov europeans unite ~ ~,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ ive always likened dear esther to a book or movie you can press playpause but you dont really have any agency,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ personally id love physical media as an option if it were just that but most games nowadays are just a dvd steam code,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ next bundle ~,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ you have your own npc and youre giving out games conspiracyyy,0,1,0.2,0.2,0.1,0.1,0.5
user711,@ @ @ hes an author at destructoid he is games mediaconrad thanks for making the distinction,0,1,0.2,0.2,0.1,0.1,0.5
user842,@ is straightening my hair #sisters,1,1,0.2,-0.3,0.2,0.3,0.2
user842,selling my car and never driving again #accidents,1,1,0.2,-0.3,0.2,0.3,0.2
user842,all white outfit after labor day not sorry about it #initiation2011 #zetalove,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ i aint mad i just havent checked twitter all night and youre right i ate with a fucking bib #hatewhites,1,1,0.2,-0.3,0.2,0.3,0.2
user842,i can be brown i can be blue i can be violet sky i can be hurtful i can be purple i can be anything you like,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ i try to be like grace kelly mmm but her looks were too sad ahhh so i try a little freddie mmm ive gone identity mad,1,1,0.2,-0.3,0.2,0.3,0.2
user842,so this is what karma feels likei steal internet for 3 months i lose internet connection on the busiest days of my week #stuckinteamroom,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ @ do it do it do it come come come come commmeeee,1,1,0.2,-0.3,0.2,0.3,0.2
user842,theres only children of the corn 7 #movienight,1,1,0.2,-0.3,0.2,0.3,0.2
user842,getting everything done today and its putting me in the best mood ever #aheadonhomework #willrockspanish #whatupspeech ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,who needs rex burkhead when you have @ ~,1,1,0.2,-0.3,0.2,0.3,0.2
user842,#ihate flaky professors,1,1,0.2,-0.3,0.2,0.3,0.2
user842,just realized that i have absolutely nothing to do today #whoa #bestfeelingeverr,1,1,0.2,-0.3,0.2,0.3,0.2
user842,onefourth of my refrigerator is cheese,1,1,0.2,-0.3,0.2,0.3,0.2
user842,oh hey kansas city are you ready for us #quadreunited ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,my very first betsey johnson boutique visit was completely ruined by the most annoying sales person ever #stillgotcutestuffthough,1,1,0.2,-0.3,0.2,0.3,0.2
user842,#thatawkwardmoment when you realize you didnt put deodorant on today and you cant go home,1,1,0.2,-0.3,0.2,0.3,0.2
user842,i almost cried ~ #hopelessromantic,1,1,0.2,-0.3,0.2,0.3,0.2
user842,i have soooo much wireless internet all up in mah house #payingforinternet #ethical,1,1,0.2,-0.3,0.2,0.3,0.2
user842,dead bug in the motel hair dryer #super8,1,1,0.2,-0.3,0.2,0.3,0.2
user842,just bought an obscene amount of bread #onlythingicaneat #carboverload,1,1,0.2,-0.3,0.2,0.3,0.2
user842,gotta wash so many tears and so much snot from my hair #bawlingtoddlers #sickbabies #roughday,1,1,0.2,-0.3,0.2,0.3,0.2
user842,new girl is so awesome,1,1,0.2,-0.3,0.2,0.3,0.2
user842,in the best mood ive been in all week time to run off some happy energy before i find myself in a gigglefit for the rest of the night ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,kinda sweaty from the intense wineopening upperbody workout #worthit,1,1,0.2,-0.3,0.2,0.3,0.2
user842,ultimate high school throwback writing a report in two hours on a book ive never read #bsactivate,1,1,0.2,-0.3,0.2,0.3,0.2
user842,would i call this a success umm sure #jimmysleepingonmyfloor #okgoodnightitired,1,1,0.2,-0.3,0.2,0.3,0.2
user842,its so hard getting into tournament mode when we dont have to travel for 3 hours #tryingtogetpumped #donut,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ nickelback ruins everything that is good,1,1,0.2,-0.3,0.2,0.3,0.2
user842,just took my temperature with a spongebob thermometer #ballin,1,1,0.2,-0.3,0.2,0.3,0.2
user842,i just hung out with so many homos and im dressed as a kitty cat #supagayparty #sleepytweet,1,1,0.2,-0.3,0.2,0.3,0.2
user842,that was stupid #anticlimactic,1,1,0.2,-0.3,0.2,0.3,0.2
user842,classic halloween hung out with family carved a pumpkin and gave candy to trickortreaters #perfect ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ youd better have a jawdropping costume to make up for your age ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ i was actually hoping you were going to dress up like something along the lines of a unicorn,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ or a princess im into cutesy halloween costumes this year i was a kitty cat and an angel ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ dress up as tswift ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,classic halloween made even more perfect scary movie with @ ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,i just watched a bunch of videos that members of my speech team obnoxiously posted on my wall over winter break last year #manilovemyteam,1,1,0.2,-0.3,0.2,0.3,0.2
user842,racist comments in class #omg,1,1,0.2,-0.3,0.2,0.3,0.2
user842,eff mah life #completelyexhausted,1,1,0.2,-0.3,0.2,0.3,0.2
user842,#uuuuhhhhhhhhh i like it like that keep workin that back i dunno how to act slow motion for meh,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ it came on the radio earlier tonight and i totally thought of you its our song bahaha ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,i take back every complaint about wanting the weather to get chilly #psycoweather #helloumbrella,1,1,0.2,-0.3,0.2,0.3,0.2
user842,altruism the way to get behind in life @,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ follow me bitch please,1,1,0.2,-0.3,0.2,0.3,0.2
user842,why is my room so freaking cold #nevergettingoutofbed,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ dont call yourself old think of yourself as outdated or as an antique ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,starting my morning off right by watching bs countdown on repeat #pumped #getatmegoodday,1,1,0.2,-0.3,0.2,0.3,0.2
user842,hour and a half extemp coaching with duncan i know everyhing,1,1,0.2,-0.3,0.2,0.3,0.2
user842,brown water came out of the shower when i turned it on and i dried my hair using the room heater #econolodge,1,1,0.2,-0.3,0.2,0.3,0.2
user842,i hate playing egyptian rat screw with @ and @,1,1,0.2,-0.3,0.2,0.3,0.2
user842,45 minute shower #ilovebeinghome,1,1,0.2,-0.3,0.2,0.3,0.2
user842,i cant to homework when @ is making me look at adorable animals on attack of the cute,1,1,0.2,-0.3,0.2,0.3,0.2
user842,once upon a time i had a bird but my muther killd it becus she did not feed it till it tolked @,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ you could cuddle with me instead ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,actually had a good day at ruth staples #startingtolovethosekiddos @ ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,omg constance buttons,1,1,0.2,-0.3,0.2,0.3,0.2
user842,i would like to fast forward to two years from now btw @ is a bitch of a roommate #fml #makefriendswithtoastnotpeople,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ @ coincidentally we already have a sitcom a reality tv show and a morning talk show in the works,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ @ their names respectively uncomfortable the real housewives of our living room and colsonschaal korner,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ @ working on it which one you like best,1,1,0.2,-0.3,0.2,0.3,0.2
user842,impromptued speeches about ancient egypt rainbows and runza loading hand gesture @ @ #extemplove ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,get me out of this overly crowded starbucks #claustrophobia,1,1,0.2,-0.3,0.2,0.3,0.2
user842,theres girl talking on the phone in ukraine on my right and a mexican lady explaining to her son in spanish how to spell sillas #heaven,1,1,0.2,-0.3,0.2,0.3,0.2
user842,where is everyone,1,1,0.2,-0.3,0.2,0.3,0.2
user842,i feel asleep to npr around 10 oclock #oldlady,1,1,0.2,-0.3,0.2,0.3,0.2
user842,really enjoying the male baristas habit of singing phantom and regina randomly oh did i mention i live at starbucks now #mylife,1,1,0.2,-0.3,0.2,0.3,0.2
user842,ca model headache ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ haha what,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ is the best so was ice skating #teamlove ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,calm and content but mostly calm ~,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ i just saw the trailer for like crazy gaaahhh can i see it with you it looks amazing,1,1,0.2,-0.3,0.2,0.3,0.2
user842,nothing clears my mind more than running before making any major decisions i now know to run at least 2 miles #cool #calm #collected,1,1,0.2,-0.3,0.2,0.3,0.2
user842,wishing @ would wake up so we can get starbucks before leading ift,1,1,0.2,-0.3,0.2,0.3,0.2
user842,missing my toddlers right now #canthandleadults #wanttobeworking,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ definitely a high point twitter highfive for captain planet,1,1,0.2,-0.3,0.2,0.3,0.2
user842,sorry i make you hate me unl parking and transit services #freeparking,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ hahaha i was so confused prepared to take you out for ice cream ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,q time with @ @ @ oh yeah baby ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,today is just one of those days that i love my life #8hoursatthedaycare #amazingweek,1,1,0.2,-0.3,0.2,0.3,0.2
user842,in such an 80s movie mood inspired by ~,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ is such a bad influence but i like it,1,1,0.2,-0.3,0.2,0.3,0.2
user842,celebrating my dads birthday today #happybdaydad #homaha #gottagetapresent,1,1,0.2,-0.3,0.2,0.3,0.2
user842,family steak and potatoes wine playing with lola awesome day so far ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,please stop #uncomfortable,1,1,0.2,-0.3,0.2,0.3,0.2
user842,an awesome weekend scrambling to finish homework on monday morning #oops,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ @ dick move,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ i was going to offer mine but then i remembered that you got on my facebook today,1,1,0.2,-0.3,0.2,0.3,0.2
user842,i honestly believe that persuade is making me physically sick #headpounding #gunnavomitfromfrustration,1,1,0.2,-0.3,0.2,0.3,0.2
user842,hes single hes handsome hes cool to the max interested write to max tyler at 10 surf st venice #billboarddad @,1,1,0.2,-0.3,0.2,0.3,0.2
user842,so tempted to wear sweatpants in public today sooooooo tteeemmmpppttteeddddddd,1,1,0.2,-0.3,0.2,0.3,0.2
user842,tuck is sleeping instead of coaching me,1,1,0.2,-0.3,0.2,0.3,0.2
user842,i love bonding with @ over pancakes and @ paying for our late night snack #bestnight ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ shouldve been cast in the blair witch project,1,1,0.2,-0.3,0.2,0.3,0.2
user842,you know dem boys dem boys with the crazy hair in speedos thats me uncle ron #familythanksgiving,1,1,0.2,-0.3,0.2,0.3,0.2
user842,now kelsie those spanish boys will cling onto you but dont bring home any aunt connie #advice #familythanksgiving,1,1,0.2,-0.3,0.2,0.3,0.2
user842,how is twilight predictable the vampires dont burn in the sun they sparkle like diamonds what up cousin carrie #familythanksgiving,1,1,0.2,-0.3,0.2,0.3,0.2
user842,im thankful for such an entertaining hilarious obnoxious and amazing family ,1,1,0.2,-0.3,0.2,0.3,0.2
user842,@ things between us are going to be awkward now,1,1,0.2,-0.3,0.2,0.3,0.2
user103,@ @ @ @ #ifmynamewas yashchopra id name lead as abhinav instead of rahul or raj in my films xd,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ @ #ifmynamewas @ id catch ol #pokemon n hv won all battles n batch ~,0,0,0.1,0.2,0.1,0.1,0.1
user103,connect with me on myspace ~,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ @ @ #ifmynamewas @ id make teaching java and taking exams illegal in college,0,0,0.1,0.2,0.1,0.1,0.1
user103,#ifmynamewas allauddin khilji id spare #nalanda n burn all #engineeringcollege and #university in #bangaloreon sunday #nomoreexams,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ when we are gonna have result and winner,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ #ifmynamewas yash chopra @ id change lead name to abhinav from #rahul or #raj in all my movies,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ aye hero topper kidher h,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ @ @ atleast dont tag mr @ is nonexistant herehe is just inventor of java,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ hey its my bday this weekend whts my gift xd,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ hey is it required to work on fb as well of ifmynamewas ,0,0,0.1,0.2,0.1,0.1,0.1
user103,someone plzz utha lo meri java wali psycho maam koo she is such a pain in assbahut sari dua milegi,0,0,0.1,0.2,0.1,0.1,0.1
user103,#ifmynamewas george w bushid punish all college teachers and give students some freedom #iraq2006 #proffsucks @ @ xd,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ @ @ if my name was twitter id block tweets from bombay pune and flood abhinav rajs tweet,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ @ @ #ifmynamewas vijay malya id never put 14cr on yuvraj singh #ipl #rcb,0,0,0.1,0.2,0.1,0.1,0.1
user103,im backing #raina in the @ #playerbattles vote for your choice now ~ #pepsiipl,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ @ @ yes shayad ask for the prizes now we won the stage 1 d ,0,0,0.1,0.2,0.1,0.1,0.1
user103,badges i just unlocked the outside bad website good badge on @ a rewards program for devs ~,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ i did before 12 am only its some problem woth fk i guess i ahve already mailed fk ans msdev about the issue in detail,0,0,0.1,0.2,0.1,0.1,0.1
user103,#ifmynamewas @ id declare @ as winner,0,0,0.1,0.2,0.1,0.1,0.1
user103,according to my girlfriend she is ideal her parents are idol i am idle,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ @ @ @ @ @ @ whts this idkits my bday gimme this,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ @ @ @ @ @ @ keem calm and vote for l,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ @ @ #ifmynamewas forget thatdostnt matter now keep calm and comment l vote for l xp xd,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ @ @ arrey atleast mera bday gift hi bna kr dedo d,0,0,0.1,0.2,0.1,0.1,0.1
user103,modi did not allow arnab to complete a sentence now there is nothing left for modi to achieve,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ omg oldest o but then bday wala gift mera h i should get priority xd @ @,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ l is bettr man,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ @ @ @ @ @ @ for change plan something in blr,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ @ @ @ @ @ @ bigguysi cnt come 2 mumbai frm blr ,0,0,0.1,0.2,0.1,0.1,0.1
user103,kisi ki mummy bachi hai to please ab daal do because 12 baje ke baad human right violation ho jaega #mothersday,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ thats my girl ,0,0,0.1,0.2,0.1,0.1,0.1
user103,must be #exitpolls2014 heat fb overflooded with posts #facebook down now in india #facebookdown,0,0,0.1,0.2,0.1,0.1,0.1
user103,i cant access to my facebook account so i protest on twitter #facebookdown,0,0,0.1,0.2,0.1,0.1,0.1
user103,#macroman chaddi is soo irritating huh,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ u dint wish me on my bday moreover i got call from team regarding no of apps i hv submitted when i will do more ,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ its on may 09 i have filled all details already while registering for dvlup @,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ @ @ yea skype with ms thats something interesting d,0,0,0.1,0.2,0.1,0.1,0.1
user103,kejriwal winning less seats than the number of slaps he was hit #elections2014,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ giveaway hurry to win invitwsthe best android phone is here~,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ can i use icon in india if i buy this through microsoft store its verizon so can i use gsm on this @,0,0,0.1,0.2,0.1,0.1,0.1
user103,kl #semendexam its time to start reading my notes but ohhff its so boring and am sleepy again am gonna cry like total loser 2mrw,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ why am not getting 100xp after your surveyas told in email,0,0,0.1,0.2,0.1,0.1,0.1
user103,~really,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ as dr house says,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ is the survey still open because for my friends the link isnt working anymore,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ even i wish the same,0,0,0.1,0.2,0.1,0.1,0.1
user103,@ ~i guess it redirects to ~but i cant access it anymore,0,0,0.1,0.2,0.1,0.1,0.1
